Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC09_L2SP_151038_20240810_20240811_02_T1,LC09_L1TP_151038_20240810_20240810_02_T1,LC91510382024223LGN00,2024/08/10,T1,2, 151, 038, 151, 038,NADIR,   0.000,2024/08/11,2024/08/10,2024-08-10 05:48:14,2024-08-10 05:48:46,LGN,DAY,  11.65,  11.65,341,5,    7.293,    5.057,    5.255,LPGS_16.4.0,63.24071230,122.21776432,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,31°44'32.64"N,70°56'09.60"E,32°47'41.78"N,69°44'39.84"E,32°45'25.20"N,72°10'15.82"E,30°42'20.09"N,69°43'40.33"E,30°40'14.16"N,72°06'02.74"E, 31.74240,  70.93600, 32.79494,  69.74440, 32.75700,  72.17106, 30.70558,  69.72787, 30.67060,  72.10076,LC09_L2SP_151038_20240810_20240811_02_T1,LC91510382024223LGN00
LC09_L2SP_151039_20240810_20240811_02_T1,LC09_L1TP_151039_20240810_20240810_02_T1,LC91510392024223LGN00,2024/08/10,T1,2, 151, 039, 151, 039,NADIR,   0.000,2024/08/11,2024/08/10,2024-08-10 05:48:38,2024-08-10 05:49:10,LGN,DAY,   7.77,   7.77,442,5,    7.163,    5.090,    5.040,LPGS_16.4.0,63.76816741,119.34880775,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,30°18'22.72"N,70°33'15.62"E,31°21'24.30"N,69°22'23.74"E,31°19'38.89"N,71°45'57.60"E,29°15'50.72"N,69°21'55.48"E,29°14'13.74"N,71°42'28.58"E, 30.30631,  70.55434, 31.35675,  69.37326, 31.32747,  71.76600, 29.26409,  69.36541, 29.23715,  71.70794,LC09_L2SP_151039_20240810_20240811_02_T1,LC91510392024223LGN00
LC09_L2SP_151040_20240810_20240811_02_T1,LC09_L1TP_151040_20240810_20240810_02_T1,LC91510402024223LGN00,2024/08/10,T1,2, 151, 040, 151, 040,NADIR,  -0.001,2024/08/11,2024/08/10,2024-08-10 05:49:02,2024-08-10 05:49:34,LGN,DAY,   8.24,   8.24,449,5,    7.804,    5.576,    5.460,LPGS_16.4.0,64.22916194,116.38030311,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,28°52'09.88"N,70°10'50.45"E,29°55'01.56"N,69°00'37.30"E,29°53'44.81"N,71°22'17.51"E,27°49'16.46"N,69°00'36.54"E,27°48'06.01"N,71°19'28.06"E, 28.86941,  70.18068, 29.91710,  69.01036, 29.89578,  71.37153, 27.82124,  69.01015, 27.80167,  71.32446,LC09_L2SP_151040_20240810_20240811_02_T1,LC91510402024223LGN00
LC09_L2SP_151041_20240810_20240811_02_T1,LC09_L1TP_151041_20240810_20240810_02_T1,LC91510412024223LGN00,2024/08/10,T1,2, 151, 041, 151, 041,NADIR,  -0.001,2024/08/11,2024/08/10,2024-08-10 05:49:26,2024-08-10 05:49:58,LGN,DAY,   8.32,   8.32,411,5,    8.261,    5.411,    6.243,LPGS_16.4.0,64.62033395,113.32114436,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,27°25'52.93"N,69°48'52.24"E,28°28'43.93"N,68°39'16.92"E,28°27'53.28"N,70°59'11.58"E,26°22'47.60"N,68°39'40.21"E,26°22'01.27"N,70°56'57.70"E, 27.43137,  69.81451, 28.47887,  68.65470, 28.46480,  70.98655, 26.37989,  68.66117, 26.36702,  70.94936,LC09_L2SP_151041_20240810_20240811_02_T1,LC91510412024223LGN00
LC09_L2SP_151042_20240810_20240811_02_T1,LC09_L1TP_151042_20240810_20240810_02_T1,LC91510422024223LGN00,2024/08/10,T1,2, 151, 042, 151, 042,NADIR,   0.000,2024/08/11,2024/08/10,2024-08-10 05:49:50,2024-08-10 05:50:22,LGN,DAY,  66.01,  66.01,174,5,    8.090,    4.700,    6.584,LPGS_16.4.0,64.93827344,110.18406362,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,25°59'32.93"N,69°27'19.04"E,27°02'12.44"N,68°18'19.19"E,27°01'45.48"N,70°36'35.71"E,24°56'15"N,68°19'03.25"E,24°55'50.41"N,70°34'53.72"E, 25.99248,  69.45529, 27.03679,  68.30533, 27.02930,  70.60992, 24.93750,  68.31757, 24.93067,  70.58159,LC09_L2SP_151042_20240810_20240811_02_T1,LC91510422024223LGN00
LC09_L2SP_151043_20240810_20240811_02_T2,LC09_L1GT_151043_20240810_20240810_02_T2,LC91510432024223LGN00,2024/08/10,T2,2, 151, 043, 151, 043,NADIR,   0.000,2024/08/11,2024/08/10,2024-08-10 05:50:14,2024-08-10 05:50:45,LGN,DAY,  88.47,  88.52,-1,5,    0.000,    0.000,    0.000,LPGS_16.4.0,65.17979578,106.98394805,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,24°33'10.26"N,69°06'07.67"E,25°35'47.18"N,67°57'51.70"E,25°35'41.46"N,70°14'26.70"E,23°29'39.19"N,67°58'53.29"E,23°29'33.97"N,70°13'12.86"E, 24.55285,  69.10213, 25.59644,  67.96436, 25.59485,  70.24075, 23.49422,  67.98147, 23.49277,  70.22024,LC09_L2SP_151043_20240810_20240811_02_T2,LC91510432024223LGN00
LC08_L2SP_150035_20240811_20240815_02_T1,LC08_L1TP_150035_20240811_20240815_02_T1,LC81500352024224LGN00,2024/08/11,T1,2, 150, 035, 150, 035,NADIR,  -0.001,2024/08/15,2024/08/15,2024-08-11 05:40:55,2024-08-11 05:41:27,LGN,DAY,  22.64,  22.64,436,5,    6.359,    4.791,    4.181,LPGS_16.4.0,61.11893641,130.68082502,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,43,WGS84,WGS84,36°02'36.56"N,73°42'04.72"E,37°05'08.16"N,72°22'18.77"E,37°06'53.03"N,74°59'39.73"E,34°57'03.67"N,72°26'30.70"E,34°58'40.69"N,74°59'40.27"E, 36.04349,  73.70131, 37.08560,  72.37188, 37.11473,  74.99437, 34.95102,  72.44186, 34.97797,  74.99452,LC08_L2SP_150035_20240811_20240815_02_T1,LC81500352024224LGN00
LC08_L2SP_150036_20240811_20240815_02_T1,LC08_L1TP_150036_20240811_20240815_02_T1,LC81500362024224LGN00,2024/08/11,T1,2, 150, 036, 150, 036,NADIR,  -0.001,2024/08/15,2024/08/15,2024-08-11 05:41:19,2024-08-11 05:41:51,LGN,DAY,  59.11,  59.11,181,5,    8.132,    5.824,    5.676,LPGS_16.4.0,61.83289630,128.16819828,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,43,WGS84,WGS84,34°36'39.20"N,73°17'26.92"E,35°39'05.40"N,71°58'44.76"E,35°41'18.92"N,74°33'24.52"E,33°30'51.91"N,72°03'19.91"E,33°32'55.25"N,74°34'04.94"E, 34.61089,  73.29081, 35.65150,  71.97910, 35.68859,  74.55681, 33.51442,  72.05553, 33.54868,  74.56804,LC08_L2SP_150036_20240811_20240815_02_T1,LC81500362024224LGN00
LC08_L2SP_150037_20240811_20240815_02_T2,LC08_L1GT_150037_20240811_20240815_02_T2,LC81500372024224LGN00,2024/08/11,T2,2, 150, 037, 150, 037,NADIR,  -0.001,2024/08/15,2024/08/15,2024-08-11 05:41:43,2024-08-11 05:42:15,LGN,DAY,  85.45,  85.45,-1,5,    0.000,    0.000,    0.000,LPGS_16.4.0,62.49353517,125.54404546,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,43,WGS84,WGS84,33°10'36.84"N,72°53'26.48"E,34°12'49.79"N,71°35'54.60"E,34°15'28.66"N,74°07'51.92"E,32°04'37.34"N,71°40'48.25"E,32°07'03.83"N,74°09'07.09"E, 33.17690,  72.89069, 34.21383,  71.59850, 34.25796,  74.13109, 32.07704,  71.68007, 32.11773,  74.15197,LC08_L2SP_150037_20240811_20240815_02_T2,LC81500372024224LGN00
LC08_L2SP_150038_20240811_20240815_02_T1,LC08_L1TP_150038_20240811_20240815_02_T1,LC81500382024224LGN00,2024/08/11,T1,2, 150, 038, 150, 038,NADIR,  -0.001,2024/08/15,2024/08/15,2024-08-11 05:42:07,2024-08-11 05:42:39,LGN,DAY,  91.76,  91.76,112,5,    8.878,    6.382,    6.172,LPGS_16.4.0,63.09666216,122.81009374,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,43,WGS84,WGS84,31°44'31.42"N,72°30'00.97"E,32°46'41.20"N,71°13'31.22"E,32°49'42.42"N,73°42'56.88"E,30°38'20.36"N,71°18'40.07"E,30°41'07.15"N,73°44'42.22"E, 31.74206,  72.50027, 32.77811,  71.22534, 32.82845,  73.71580, 30.63899,  71.31113, 30.68532,  73.74506,LC08_L2SP_150038_20240811_20240815_02_T1,LC81500382024224LGN00
LC08_L2SP_150039_20240811_20240815_02_T1,LC08_L1TP_150039_20240811_20240815_02_T1,LC81500392024224LGN00,2024/08/11,T1,2, 150, 039, 150, 039,NADIR,  -0.001,2024/08/15,2024/08/15,2024-08-11 05:42:31,2024-08-11 05:43:03,LGN,DAY,  50.76,  50.76,238,5,    8.932,    6.421,    6.210,LPGS_16.4.0,63.63831154,119.96903401,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,43,WGS84,WGS84,30°18'22.36"N,72°07'07.07"E,31°20'20.80"N,70°51'31.57"E,31°23'41.68"N,73°18'46.58"E,29°12'01.62"N,70°56'51.83"E,29°15'06.08"N,73°20'57.44"E, 30.30621,  72.11863, 31.33911,  70.85877, 31.39491,  73.31294, 29.20045,  70.94773, 29.25169,  73.34929,LC08_L2SP_150039_20240811_20240815_02_T1,LC81500392024224LGN00
LC08_L2SP_150040_20240811_20240815_02_T1,LC08_L1TP_150040_20240811_20240815_02_T1,LC81500402024224LGN00,2024/08/11,T1,2, 150, 040, 150, 040,NADIR,  -0.001,2024/08/15,2024/08/15,2024-08-11 05:42:55,2024-08-11 05:43:27,LGN,DAY,  16.84,  16.84,318,5,    8.085,    5.794,    5.639,LPGS_16.4.0,64.11464636,117.02615053,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,28°52'08.98"N,71°44'42.04"E,29°55'25.03"N,70°36'05.80"E,29°52'27.88"N,72°56'30.19"E,27°50'31.52"N,70°34'11.93"E,27°47'48.91"N,72°51'50.69"E, 28.86916,  71.74501, 29.92362,  70.60161, 29.87441,  72.94172, 27.84209,  70.56998, 27.79692,  72.86408,LC08_L2SP_150040_20240811_20240815_02_T1,LC81500402024224LGN00
LC08_L2SP_157039_20240812_20240815_02_T1,LC08_L1TP_157039_20240812_20240815_02_T1,LC81570392024225LGN00,2024/08/12,T1,2, 157, 039, 157, 039,NADIR,  -0.001,2024/08/15,2024/08/15,2024-08-12 06:25:48,2024-08-12 06:26:20,LGN,DAY,   0.13,   0.13,692,5,    4.561,    3.048,    3.393,LPGS_16.4.0,63.47553985,120.56913808,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,41,WGS84,WGS84,30°18'22.28"N,61°18'03.02"E,31°20'43.08"N,60°03'43.96"E,31°22'40.69"N,62°29'57.88"E,29°13'02.75"N,60°07'29.96"E,29°14'50.78"N,62°30'36.47"E, 30.30619,  61.30084, 31.34530,  60.06221, 31.37797,  62.49941, 29.21743,  60.12499, 29.24744,  62.51013,LC08_L2SP_157039_20240812_20240815_02_T1,LC81570392024225LGN00
LC08_L2SP_157041_20240812_20240815_02_T1,LC08_L1TP_157041_20240812_20240815_02_T1,LC81570412024225LGN00,2024/08/12,T1,2, 157, 041, 157, 041,NADIR,  -0.001,2024/08/15,2024/08/15,2024-08-12 06:26:36,2024-08-12 06:27:07,LGN,DAY,   0.01,   0.01,779,5,    4.887,    3.344,    3.564,LPGS_16.4.0,64.38944198,114.64888568,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,41,WGS84,WGS84,27°25'53.47"N,60°33'40.07"E,28°28'05.74"N,59°21'09.07"E,28°30'40.39"N,61°43'21.54"E,26°20'08.09"N,59°25'19.06"E,26°22'29.32"N,61°44'49.31"E, 27.43152,  60.56113, 28.46826,  59.35252, 28.51122,  61.72265, 26.33558,  59.42196, 26.37481,  61.74703,LC08_L2SP_157041_20240812_20240815_02_T1,LC81570412024225LGN00
LC08_L2SP_157042_20240812_20240815_02_T1,LC08_L1TP_157042_20240812_20240815_02_T1,LC81570422024225LGN00,2024/08/12,T1,2, 157, 042, 157, 042,NADIR,  -0.001,2024/08/15,2024/08/15,2024-08-12 06:26:59,2024-08-12 06:27:31,LGN,DAY,  11.57,  17.23,620,5,    5.619,    3.800,    4.139,LPGS_16.4.0,64.74059322,111.55703612,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,41,WGS84,WGS84,25°59'33.32"N,60°12'05.83"E,27°01'39.97"N,59°00'16.45"E,27°04'29.35"N,61°20'45.85"E,24°53'43.87"N,59°04'33.78"E,24°56'17.99"N,61°22'32.66"E, 25.99259,  60.20162, 27.02777,  59.00457, 27.07482,  61.34607, 24.89552,  59.07605, 24.93833,  61.37574,LC08_L2SP_157042_20240812_20240815_02_T1,LC81570422024225LGN00
LC09_L2SP_149035_20240812_20240813_02_T1,LC09_L1TP_149035_20240812_20240812_02_T1,LC91490352024225LGN00,2024/08/12,T1,2, 149, 035, 149, 035,NADIR,   0.001,2024/08/13,2024/08/12,2024-08-12 05:34:43,2024-08-12 05:35:14,LGN,DAY,   9.36,   9.36,684,5,    7.166,    5.213,    4.917,LPGS_16.4.0,60.89407988,131.08853749,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,43,WGS84,WGS84,36°02'35.84"N,75°13'23.63"E,37°05'27.42"N,73°55'39.58"E,37°05'09.67"N,76°31'24.35"E,34°58'34.28"N,73°57'21.46"E,34°58'17.83"N,76°28'59.66"E, 36.04329,  75.22323, 37.09095,  73.92766, 37.08602,  76.52343, 34.97619,  73.95596, 34.97162,  76.48324,LC09_L2SP_149035_20240812_20240813_02_T1,LC91490352024225LGN00
LC09_L2SP_149036_20240812_20240813_02_T1,LC09_L1TP_149036_20240812_20240812_02_T1,LC91490362024225LGN00,2024/08/12,T1,2, 149, 036, 149, 036,NADIR,   0.001,2024/08/13,2024/08/12,2024-08-12 05:35:07,2024-08-12 05:35:38,LGN,DAY,  21.77,  21.77,508,5,    7.508,    5.067,    5.540,LPGS_16.4.0,61.61737017,128.60727600,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,43,WGS84,WGS84,34°36'39.10"N,74°48'46.40"E,35°39'22.07"N,73°31'58.55"E,35°39'36.61"N,76°05'05.68"E,33°32'18.49"N,73°34'10.96"E,33°32'31.96"N,76°03'27.76"E, 34.61086,  74.81289, 35.65613,  73.53293, 35.66017,  76.08491, 33.53847,  73.56971, 33.54221,  76.05771,LC09_L2SP_149036_20240812_20240813_02_T1,LC91490362024225LGN00
LC09_L2SP_149037_20240812_20240813_02_T1,LC09_L1TP_149037_20240812_20240812_02_T1,LC91490372024225LGN00,2024/08/12,T1,2, 149, 037, 149, 037,NADIR,   0.001,2024/08/13,2024/08/12,2024-08-12 05:35:31,2024-08-12 05:36:02,LGN,DAY,  32.59,  32.59,259,5,    8.514,    5.638,    6.379,LPGS_16.4.0,62.28838581,126.01522321,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,43,WGS84,WGS84,33°10'37.09"N,74°24'46.80"E,34°13'12"N,73°08'52.69"E,34°13'55.96"N,75°39'32.72"E,32°06'08.10"N,73°11'31.13"E,32°06'48.67"N,75°38'36.31"E, 33.17697,  74.41300, 34.22000,  73.14797, 34.23221,  75.65909, 32.10225,  73.19198, 32.11352,  75.64342,LC09_L2SP_149037_20240812_20240813_02_T1,LC91490372024225LGN00
LC09_L2SP_149038_20240812_20240813_02_T1,LC09_L1TP_149038_20240812_20240812_02_T1,LC91490382024225LGN00,2024/08/12,T1,2, 149, 038, 149, 038,NADIR,   0.001,2024/08/13,2024/08/12,2024-08-12 05:35:54,2024-08-12 05:36:26,LGN,DAY,  38.41,  38.41,83,5,    8.909,    6.517,    6.075,LPGS_16.4.0,62.90271409,123.31353302,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,43,WGS84,WGS84,31°44'32.17"N,74°01'21.50"E,32°46'58.08"N,72°46'29.21"E,32°48'08.39"N,75°14'40.56"E,30°39'44.42"N,72°49'29.64"E,30°40'49.19"N,75°14'20.69"E, 31.74227,  74.02264, 32.78280,  72.77478, 32.80233,  75.24460, 30.66234,  72.82490, 30.68033,  75.23908,LC09_L2SP_149038_20240812_20240813_02_T1,LC91490382024225LGN00
LC08_L2SP_148036_20240813_20240822_02_T1,LC08_L1TP_148036_20240813_20240822_02_T1,LC81480362024226LGN00,2024/08/13,T1,2, 148, 036, 148, 036,NADIR,  -0.001,2024/08/22,2024/08/22,2024-08-13 05:28:59,2024-08-13 05:29:31,LGN,DAY,   2.58,   2.58,679,5,    6.695,    4.875,    4.589,LPGS_16.4.0,61.44070723,129.14799830,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,43,WGS84,WGS84,34°36'38.48"N,76°22'37.67"E,35°39'53.96"N,75°07'49.37"E,35°38'08.84"N,77°39'17.53"E,33°33'46.44"N,75°07'37.67"E,33°32'09.20"N,77°35'19.90"E, 34.61069,  76.37713, 35.66499,  75.13038, 35.63579,  77.65487, 33.56290,  75.12713, 33.53589,  77.58886,LC08_L2SP_148036_20240813_20240822_02_T1,LC81480362024226LGN00
LC08_L2SP_148037_20240813_20240822_02_T1,LC08_L1TP_148037_20240813_20240822_02_T1,LC81480372024226LGN00,2024/08/13,T1,2, 148, 037, 148, 037,NADIR,  -0.001,2024/08/22,2024/08/22,2024-08-13 05:29:23,2024-08-13 05:29:55,LGN,DAY,  26.80,  26.80,404,5,    7.854,    5.378,    5.724,LPGS_16.4.0,62.12398751,126.58545180,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,43,WGS84,WGS84,33°10'37.06"N,75°58'37.45"E,34°13'41.92"N,74°44'49.24"E,34°12'29.74"N,77°13'53.83"E,32°07'22.91"N,74°45'10.76"E,32°06'16.31"N,77°10'44.18"E, 33.17696,  75.97707, 34.22831,  74.74701, 34.20826,  77.23162, 32.12303,  74.75299, 32.10453,  77.17894,LC08_L2SP_148037_20240813_20240822_02_T1,LC81480372024226LGN00
LC08_L2SP_148038_20240813_20240822_02_T1,LC08_L1TP_148038_20240813_20240822_02_T1,LC81480382024226LGN00,2024/08/13,T1,2, 148, 038, 148, 038,NADIR,  -0.001,2024/08/22,2024/08/22,2024-08-13 05:29:47,2024-08-13 05:30:19,LGN,DAY,  48.38,  48.38,41,5,   10.343,    7.480,    7.143,LPGS_16.4.0,62.75165547,123.91303556,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,43,WGS84,WGS84,31°44'32.50"N,75°35'12.01"E,32°47'24.58"N,74°22'11.68"E,32°46'42.82"N,76°49'02.32"E,30°41'04.24"N,74°23'02.40"E,30°40'25.75"N,76°46'36.05"E, 31.74236,  75.58667, 32.79016,  74.36991, 32.77856,  76.81731, 30.68451,  74.38400, 30.67382,  76.77668,LC08_L2SP_148038_20240813_20240822_02_T1,LC81480382024226LGN00
LC09_L2SP_156039_20240813_20240814_02_T1,LC09_L1TP_156039_20240813_20240813_02_T1,LC91560392024226LGN00,2024/08/13,T1,2, 156, 039, 156, 039,NADIR,   0.000,2024/08/14,2024/08/13,2024-08-13 06:19:34,2024-08-13 06:20:06,LGN,DAY,   0.00,   0.00,485,5,    5.792,    4.331,    3.846,LPGS_16.4.0,63.29120401,121.10797701,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,41,WGS84,WGS84,30°18'22.57"N,62°49'35.29"E,31°20'59.28"N,61°36'47.99"E,31°21'11.30"N,64°01'56.78"E,29°14'19.46"N,61°38'33.83"E,29°14'30.52"N,64°00'37.98"E, 30.30627,  62.82647, 31.34980,  61.61333, 31.35314,  64.03244, 29.23874,  61.64273, 29.24181,  64.01055,LC09_L2SP_156039_20240813_20240814_02_T1,LC91560392024226LGN00
LC09_L2SP_156040_20240813_20240814_02_T1,LC09_L1TP_156040_20240813_20240813_02_T1,LC91560402024226LGN00,2024/08/13,T1,2, 156, 040, 156, 040,NADIR,   0.000,2024/08/14,2024/08/13,2024-08-13 06:19:58,2024-08-13 06:20:30,LGN,DAY,   0.00,   0.00,652,5,    5.342,    3.852,    3.701,LPGS_16.4.0,63.79549604,118.22648245,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,41,WGS84,WGS84,28°52'09.91"N,62°27'10.48"E,29°54'39.49"N,61°15'16.67"E,29°55'15.53"N,63°38'17.45"E,27°47'59.32"N,61°17'22.38"E,27°48'32.36"N,63°37'31.44"E, 28.86942,  62.45291, 29.91097,  61.25463, 29.92098,  63.63818, 27.79981,  61.28955, 27.80899,  63.62540,LC09_L2SP_156040_20240813_20240814_02_T1,LC91560402024226LGN00
LC09_L2SP_156041_20240813_20240814_02_T1,LC09_L1TP_156041_20240813_20240813_02_T1,LC91560412024226LGN00,2024/08/13,T1,2, 156, 041, 156, 041,NADIR,   0.000,2024/08/14,2024/08/13,2024-08-13 06:20:22,2024-08-13 06:20:54,LGN,DAY,   0.64,   0.64,810,5,    5.576,    3.937,    3.949,LPGS_16.4.0,64.23264353,115.24915189,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,41,WGS84,WGS84,27°25'53.94"N,62°05'12.70"E,28°28'16.50"N,60°54'07.27"E,28°29'13.92"N,63°15'08.50"E,26°21'26.53"N,60°56'29.76"E,26°22'19.02"N,63°14'51.32"E, 27.43165,  62.08686, 28.47125,  60.90202, 28.48720,  63.25236, 26.35737,  60.94160, 26.37195,  63.24759,LC09_L2SP_156041_20240813_20240814_02_T1,LC91560412024226LGN00
LC09_L2SP_156042_20240813_20240814_02_T1,LC09_L1TP_156042_20240813_20240813_02_T1,LC91560422024226LGN00,2024/08/13,T1,2, 156, 042, 156, 042,NADIR,   0.000,2024/08/14,2024/08/13,2024-08-13 06:20:46,2024-08-13 06:21:18,LGN,DAY,  78.12,  78.91,329,5,    6.503,    4.777,    4.413,LPGS_16.4.0,64.59907906,112.18497020,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,41,WGS84,WGS84,25°59'33.18"N,61°43'38.68"E,27°01'50.88"N,60°33'16.49"E,27°03'07.16"N,62°52'37.13"E,24°54'51.44"N,60°35'52.76"E,24°56'00.92"N,62°52'44.98"E, 25.99255,  61.72741, 27.03080,  60.55458, 27.05199,  62.87698, 24.91429,  60.59799, 24.93359,  62.87916,LC09_L2SP_156042_20240813_20240814_02_T1,LC91560422024226LGN00
LC09_L2SP_156043_20240813_20240814_02_T1,LC09_L1TP_156043_20240813_20240813_02_T1,LC91560432024226LGN00,2024/08/13,T1,2, 156, 043, 156, 043,NADIR,   0.000,2024/08/14,2024/08/13,2024-08-13 06:21:10,2024-08-13 06:21:42,LGN,DAY,  91.57,  94.01,38,5,   10.459,    7.129,    7.652,LPGS_16.4.0,64.89137773,109.04938786,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,41,WGS84,WGS84,24°33'11.66"N,61°22'27.44"E,25°35'32.89"N,60°12'41.11"E,25°37'05.70"N,62°30'28.69"E,23°28'24.31"N,60°15'28.40"E,23°29'48.48"N,62°30'58.25"E, 24.55324,  61.37429, 25.59247,  60.21142, 25.61825,  62.50797, 23.47342,  60.25789, 23.49680,  62.51618,LC09_L2SP_156043_20240813_20240814_02_T1,LC91560432024226LGN00
LC08_L2SP_155039_20240814_20240822_02_T1,LC08_L1TP_155039_20240814_20240822_02_T1,LC81550392024227LGN00,2024/08/14,T1,2, 155, 039, 155, 039,NADIR,  -0.001,2024/08/22,2024/08/22,2024-08-14 06:13:27,2024-08-14 06:13:59,LGN,DAY,   0.00,   0.00,596,5,    5.407,    3.791,    3.856,LPGS_16.4.0,63.15112731,121.73874999,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,41,WGS84,WGS84,30°18'22.25"N,64°23'24.94"E,31°21'25.67"N,63°12'21.89"E,31°19'51.24"N,65°36'07.96"E,29°15'32.47"N,63°12'06.26"E,29°14'05.64"N,65°32'50.78"E, 30.30618,  64.39026, 31.35713,  63.20608, 31.33090,  65.60221, 29.25902,  63.20174, 29.23490,  65.54744,LC08_L2SP_155039_20240814_20240822_02_T1,LC81550392024227LGN00
LC08_L2SP_155040_20240814_20240822_02_T1,LC08_L1TP_155040_20240814_20240822_02_T1,LC81550402024227LGN00,2024/08/14,T1,2, 155, 040, 155, 040,NADIR,  -0.001,2024/08/22,2024/08/22,2024-08-14 06:13:51,2024-08-14 06:14:23,LGN,DAY,   0.00,   0.00,823,5,    5.240,    3.675,    3.735,LPGS_16.4.0,63.67075412,118.88407954,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,41,WGS84,WGS84,28°52'08.90"N,64°00'59.69"E,29°55'01.24"N,62°50'44.30"E,29°53'55.10"N,65°12'25.09"E,27°49'06.38"N,62°50'55.36"E,27°48'05.69"N,65°09'47.20"E, 28.86914,  64.01658, 29.91701,  62.84564, 29.89864,  65.20697, 27.81844,  62.84871, 27.80158,  65.16311,LC08_L2SP_155040_20240814_20240822_02_T1,LC81550402024227LGN00
LC08_L2SP_155041_20240814_20240822_02_T1,LC08_L1TP_155041_20240814_20240822_02_T1,LC81550412024227LGN00,2024/08/14,T1,2, 155, 041, 155, 041,NADIR,  -0.001,2024/08/22,2024/08/22,2024-08-14 06:14:15,2024-08-14 06:14:47,LGN,DAY,  24.03,  24.03,581,5,    7.098,    5.066,    4.973,LPGS_16.4.0,64.12408845,115.93163777,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,41,WGS84,WGS84,27°25'52.43"N,63°39'01.40"E,28°28'42.06"N,62°29'21.12"E,28°28'01.63"N,64°49'16.21"E,26°22'36.16"N,62°29'55.61"E,26°21'59.15"N,64°47'13.27"E, 27.43123,  63.65039, 28.47835,  62.48920, 28.46712,  64.82117, 26.37671,  62.49878, 26.36643,  64.78702,LC08_L2SP_155041_20240814_20240822_02_T1,LC81550412024227LGN00
